section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected in reference image,fixation x [px],fixation y [px]
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,320,1636634040646829351,1636634041502834351,856,true,1909,778
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,321,1636634041566875351,1636634042018928351,452,false,3041,909
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,322,1636634042050902351,1636634042346893351,295,true,2408,608
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,323,1636634042390859351,1636634042542835351,151,true,1879,829
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,324,1636634042658845351,1636634043042857351,384,true,1864,774
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,325,1636634043074835351,1636634043410872351,336,true,1859,1451
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,326,1636634043434917351,1636634044098866351,663,true,1556,1576
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,327,1636634044146818351,1636634044586843351,440,true,2078,1466
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,328,1636634044598836351,1636634045190826351,591,true,1893,1415
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,329,1636634045214840351,1636634045402912351,188,true,1627,1333
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,330,1636634045406926351,1636634045666821351,259,true,1478,1326
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,331,1636634045670836351,1636634045982852351,312,true,1501,1494
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,332,1636634046126970351,1636634046682872351,555,true,1343,1558
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,333,1636634046726814351,1636634047102830351,376,true,1399,2626
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,334,1636634047126843351,1636634049174854351,2048,true,1756,2439
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,335,1636634049206880351,1636634049662848351,455,true,2538,2496
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,336,1636634049850851351,1636634050070840351,219,true,2427,2537
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,337,1636634050106830351,1636634050674833351,568,true,1654,2458
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,338,1636634050694847351,1636634050886847351,192,true,2407,2349
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,339,1636634050906867351,1636634051254818351,347,true,2514,2552
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,340,1636634051358899351,1636634051938827351,579,true,2534,2540
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,341,1636634051958848351,1636634052466842351,507,true,2515,2482
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,342,1636634052590849351,1636634052966837351,375,true,2553,2543
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,343,1636634052970853351,1636634053450849351,479,true,2490,2379
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,344,1636634053438858351,1636634055198879351,1760,true,2496,2592
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,345,1636634055398841351,1636634055594936351,196,true,2582,2462
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,346,1636634055634846351,1636634056034823351,399,false,3220,2262
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,347,1636634056070842351,1636634056670829351,599,false,3315,2758
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,348,1636634056754821351,1636634056974854351,220,false,3301,2696
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,349,1636634057010836351,1636634057906819351,895,false,3247,2292
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,350,1636634057934854351,1636634058314997351,380,false,3148,1696
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,351,1636634058358814351,1636634058650865351,292,false,3258,2489
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,352,1636634058650865351,1636634058818890351,168,false,3238,2264
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,353,1636634058974866351,1636634059342840351,367,false,3234,2226
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,354,1636634059394868351,1636634059798854351,403,false,3522,986
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,355,1636634059838848351,1636634060630963351,792,false,3748,346
