section id,recording id,recording name,wearer id,wearer name,section start time [ns],section end time [ns],start event name,end event name
3cd54e6f-f12e-468c-9a7b-6afffd5f0379,54a0deee-23dd-48f4-806e-6fdb519d6a7c,Steven_Standing_Downstairs,f81c3eee-3970-40d1-84a5-6732c8ef2d75,Steven,1636035560120000000,1636035572525000000,multiple_paintings_start,multiple_paintings_end
89011032-f86b-41fa-a7c7-1c39e734113a,95833eee-cc7c-41ad-a242-b0db2e421866,Jack_Standing_Downstairs,539b9eee-bf45-4512-bbb1-05ae07a71517,Jack,1635864181664000000,1635864196355000000,multiple_paintings_start,multiple_paintings_end
701607c8-fd13-4c98-b5cd-2bf7e1b5818a,b1eafeee-a388-4c85-86a4-fa855bc4bea3,Anna_Standing_Downstairs,e4184eee-9fb8-452a-9ba7-05db8471a5af,Anna,1636382551779000000,1636382577933000000,multiple_paintings_start,multiple_paintings_end
93f3ae11-30aa-45a9-b5bd-57b0ed6bad95,c9431eee-9299-4234-81b7-1df1e3e6e97c,Susan_Standing_Downstairs,82efdeee-17e3-476d-9e18-3e05a3228b85,Susan,1636386863776000000,1636386886095000000,multiple_paintings_start,multiple_paintings_end
5ee66696-5b84-4814-bb13-b96dee92dfba,737e9eee-89e5-4d1b-9b06-57d84e51eaca,Michelle_Standing_Downstairs,737c0eee-701a-4579-8457-9c7eb26dc0b6,Michelle,1636634036249000000,1636634060648000000,multiple_paintings_start,multiple_paintings_end
